,Content ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score
9268,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,07-02-2021 21:39,video,dogs,negative,5
9266,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,02-05-2021 03:45,GIF,cooking,negative,5
9278,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,04-05-2021 19:40,GIF,tennis,negative,5
9265,356fff80-da4d-4785-9f43-bc1261031dc6,hate,16-09-2020 08:39,photo,technology,negative,5
9264,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,01-08-2020 19:16,photo,healthy eating,negative,5
9263,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,18-11-2020 23:37,photo,healthy eating,negative,5
9261,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,25-05-2021 01:00,photo,healthy eating,negative,5
9260,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,08-03-2021 10:40,photo,healthy eating,negative,5
9259,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,15-03-2021 03:59,photo,studying,negative,5
9258,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,09-05-2021 21:05,photo,studying,negative,5
9257,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,27-06-2020 18:44,photo,studying,negative,5
10029,7913b30d-19fd-4900-8a68-ce141192b3ec,hate,08-06-2021 23:22,audio,cooking,negative,5
9277,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,15-04-2021 13:23,GIF,tennis,negative,5
9279,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,08-09-2020 14:01,video,public speaking,negative,5
9301,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,hate,15-08-2020 22:11,audio,dogs,negative,5
9291,baa2db00-81ba-4c34-b17d-dd950bfa133b,hate,24-09-2020 06:28,GIF,soccer,negative,5
9300,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,hate,05-05-2021 04:57,audio,dogs,negative,5
9299,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,hate,15-12-2020 02:38,GIF,food,negative,5
9298,a4067fb5-3ba8-4f97-87c2-ddad5e4029c2,hate,28-12-2020 06:16,GIF,food,negative,5
9297,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,25-11-2020 19:16,photo,studying,negative,5
9296,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,24-05-2021 05:36,photo,studying,negative,5
9295,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,22-01-2021 15:32,photo,studying,negative,5
9294,78d0075f-895c-4a15-a35c-a921e2bb2cea,hate,23-03-2021 13:28,photo,studying,negative,5
9293,f98dde71-ce1d-4f6c-bb05-ae05779d2207,hate,14-04-2021 13:48,GIF,soccer,negative,5
9292,baa2db00-81ba-4c34-b17d-dd950bfa133b,hate,24-05-2021 06:17,GIF,soccer,negative,5
9290,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,29-05-2021 04:12,video,tennis,negative,5
9280,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,08-01-2021 12:46,video,public speaking,negative,5
9289,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,27-03-2021 08:58,video,tennis,negative,5
9288,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,11-02-2021 08:54,video,tennis,negative,5
9287,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,13-02-2021 13:45,video,tennis,negative,5
9286,850fe90d-47d6-4eb7-b9c8-810afcb99ce9,hate,12-10-2020 01:42,video,tennis,negative,5
9285,9b3a6d30-48e8-476c-82be-9031524bd04d,hate,12-01-2021 12:14,video,food,negative,5
9284,9b3a6d30-48e8-476c-82be-9031524bd04d,hate,05-10-2020 18:00,video,food,negative,5
9283,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,30-09-2020 18:09,video,public speaking,negative,5
9282,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,25-11-2020 01:57,video,public speaking,negative,5
9281,a2e93b29-9259-4092-a4d7-62d5e823bb74,hate,26-01-2021 16:14,video,public speaking,negative,5
9350,2d949603-6676-4402-900b-2c2c78315ea0,hate,23-09-2020 00:13,audio,culture,negative,5
9352,50c9237a-541c-4f10-a2be-7cbe076b2012,hate,10-06-2021 02:21,GIF,travel,negative,5
9447,1000371f-7758-4c44-a1bc-41fd836b0bcb,hate,14-07-2020 04:49,audio,studying,negative,5
9353,50c9237a-541c-4f10-a2be-7cbe076b2012,hate,02-04-2021 06:09,GIF,travel,negative,5
9422,1de2f0f9-61ab-43fb-9180-6870824c63c0,hate,08-03-2021 21:50,GIF,science,negative,5
9421,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,hate,08-10-2020 01:24,photo,culture,negative,5
9420,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,hate,09-04-2021 13:57,photo,culture,negative,5
9419,fada6910-2cc5-4600-808c-1e6066f795a6,hate,18-04-2021 14:02,GIF,technology,negative,5
9418,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,hate,13-02-2021 02:50,GIF,culture,negative,5
9417,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,hate,03-08-2020 17:30,GIF,culture,negative,5
9416,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,hate,01-08-2020 23:19,GIF,culture,negative,5
9415,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,hate,01-12-2020 01:10,photo,culture,negative,5
9414,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,hate,27-04-2021 23:16,photo,culture,negative,5
9413,9d94f180-947c-40f5-aa05-f1958759b7fc,hate,07-06-2021 00:11,video,science,negative,5
9412,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,hate,11-06-2021 01:05,video,dogs,negative,5
9411,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,hate,24-01-2021 08:57,video,dogs,negative,5
9410,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,hate,26-09-2020 05:47,photo,studying,negative,5
9409,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,hate,03-11-2020 08:52,photo,studying,negative,5
9408,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,hate,06-02-2021 07:46,photo,studying,negative,5
9407,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,hate,18-07-2020 14:45,photo,studying,negative,5
9406,86346263-02db-4020-a216-9e54f502f643,hate,17-08-2020 01:46,GIF,travel,negative,5
9405,86346263-02db-4020-a216-9e54f502f643,hate,26-03-2021 21:26,GIF,travel,negative,5
9404,3c510b35-43e2-4e84-a805-86c5ebddc4cf,hate,24-03-2021 14:34,audio,studying,negative,5
9403,3c510b35-43e2-4e84-a805-86c5ebddc4cf,hate,26-12-2020 11:34,audio,studying,negative,5
9402,0adb9a94-210a-4e84-bca1-13db9452ff0e,hate,25-01-2021 12:35,video,healthy eating,negative,5
9423,1de2f0f9-61ab-43fb-9180-6870824c63c0,hate,08-05-2021 20:40,GIF,science,negative,5
9424,1de2f0f9-61ab-43fb-9180-6870824c63c0,hate,30-12-2020 17:31,GIF,science,negative,5
9425,e18e10e9-ed2a-494b-b215-edce890b1df4,hate,24-08-2020 21:02,photo,food,negative,5
9437,ef99fd68-74fb-4c72-bc70-742ebca14499,hate,02-06-2021 16:20,video,soccer,negative,5
9446,65545cfb-59bb-4dc1-a38b-82f268210da2,hate,22-10-2020 20:13,audio,technology,negative,5
9445,65545cfb-59bb-4dc1-a38b-82f268210da2,hate,16-07-2020 05:06,audio,technology,negative,5
9444,65545cfb-59bb-4dc1-a38b-82f268210da2,hate,23-12-2020 10:22,audio,technology,negative,5
9443,65545cfb-59bb-4dc1-a38b-82f268210da2,hate,04-01-2021 11:54,audio,technology,negative,5
9442,67f2a150-6086-4cbd-8d21-46250ccef5a2,hate,01-04-2021 02:03,GIF,cooking,negative,5
9441,67f2a150-6086-4cbd-8d21-46250ccef5a2,hate,05-08-2020 18:28,GIF,cooking,negative,5
9440,67f2a150-6086-4cbd-8d21-46250ccef5a2,hate,16-09-2020 14:44,GIF,cooking,negative,5
9439,67f2a150-6086-4cbd-8d21-46250ccef5a2,hate,15-05-2021 11:35,GIF,cooking,negative,5
9438,ec8e2d25-5730-4753-a0a2-d1ed41e23623,hate,23-01-2021 18:49,video,healthy eating,negative,5
9436,ef99fd68-74fb-4c72-bc70-742ebca14499,hate,20-04-2021 04:36,video,soccer,negative,5
9426,af7971aa-5fd5-41d3-b6c3-583704a705a2,hate,04-06-2021 16:46,video,healthy eating,negative,5
9435,ef99fd68-74fb-4c72-bc70-742ebca14499,hate,15-12-2020 07:24,video,soccer,negative,5
9434,ef99fd68-74fb-4c72-bc70-742ebca14499,hate,23-09-2020 20:46,video,soccer,negative,5
9433,cd568dd1-70cf-45d6-b495-10eebff8c920,hate,21-06-2020 10:38,photo,dogs,negative,5
9432,cd568dd1-70cf-45d6-b495-10eebff8c920,hate,13-09-2020 20:13,photo,dogs,negative,5
9431,c8b044a9-8427-4b41-bc61-7b549ab1626c,hate,08-03-2021 03:24,photo,studying,negative,5
9430,6d6cf6a3-4187-44ec-af28-91c99b584bcf,hate,13-01-2021 20:09,video,veganism,negative,5
9429,6d6cf6a3-4187-44ec-af28-91c99b584bcf,hate,24-10-2020 17:10,video,veganism,negative,5
9428,6d6cf6a3-4187-44ec-af28-91c99b584bcf,hate,21-09-2020 23:59,video,veganism,negative,5
9427,af7971aa-5fd5-41d3-b6c3-583704a705a2,hate,28-03-2021 14:47,video,healthy eating,negative,5
9401,0adb9a94-210a-4e84-bca1-13db9452ff0e,hate,02-02-2021 05:59,video,healthy eating,negative,5
9400,0adb9a94-210a-4e84-bca1-13db9452ff0e,hate,08-01-2021 22:21,video,healthy eating,negative,5
9399,0adb9a94-210a-4e84-bca1-13db9452ff0e,hate,31-08-2020 03:19,video,healthy eating,negative,5
9364,d852b946-01e1-44fe-abd7-26198660cbdb,hate,09-05-2021 23:18,GIF,food,negative,5
9373,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,hate,19-11-2020 19:37,GIF,soccer,negative,5
9372,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,hate,03-02-2021 02:15,video,culture,negative,5
9371,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,28-02-2021 02:12,GIF,healthy eating,negative,5
9370,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,12-03-2021 09:29,GIF,healthy eating,negative,5
9369,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,23-09-2020 21:46,GIF,healthy eating,negative,5
9368,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,10-10-2020 13:16,GIF,healthy eating,negative,5
9367,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,hate,10-05-2021 01:41,GIF,healthy eating,negative,5
9366,78713905-362f-4a87-9671-adab5f1e0e67,hate,14-09-2020 13:06,audio,dogs,negative,5
9365,78713905-362f-4a87-9671-adab5f1e0e67,hate,05-09-2020 16:12,audio,dogs,negative,5
9363,d852b946-01e1-44fe-abd7-26198660cbdb,hate,09-07-2020 07:52,GIF,food,negative,5
9375,026973ef-4b73-4901-9160-bc9e04516057,hate,30-04-2021 16:52,audio,culture,negative,5
9362,d852b946-01e1-44fe-abd7-26198660cbdb,hate,23-06-2020 11:42,GIF,food,negative,5
9361,82145a60-013e-4d96-81a5-399af8618158,hate,03-11-2020 16:32,audio,food,negative,5
9360,82145a60-013e-4d96-81a5-399af8618158,hate,24-01-2021 12:45,audio,food,negative,5
9359,82145a60-013e-4d96-81a5-399af8618158,hate,30-09-2020 06:27,audio,food,negative,5
9358,82145a60-013e-4d96-81a5-399af8618158,hate,22-03-2021 15:35,audio,food,negative,5
9357,82145a60-013e-4d96-81a5-399af8618158,hate,20-02-2021 01:35,audio,food,negative,5
9356,e442899c-d2d6-4392-be2d-a0b916ae47fb,hate,23-11-2020 04:32,video,technology,negative,5
9355,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,hate,14-12-2020 20:55,video,science,negative,5
9354,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,hate,11-01-2021 04:54,video,science,negative,5
9374,026973ef-4b73-4901-9160-bc9e04516057,hate,03-11-2020 05:25,audio,culture,negative,5
9376,f08bdab2-b888-484e-8fd9-919e6ed86c12,hate,16-01-2021 06:38,audio,education,negative,5
9398,359b93ea-446f-4202-8801-db238de5de4d,hate,29-04-2021 23:51,photo,food,negative,5
9388,409aa11d-5af3-4a70-9da1-482857f5835e,hate,09-02-2021 18:35,GIF,fitness,negative,5
9397,359b93ea-446f-4202-8801-db238de5de4d,hate,24-03-2021 01:16,photo,food,negative,5
9396,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,24-08-2020 23:06,photo,science,negative,5
9395,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,31-10-2020 23:32,photo,science,negative,5
9394,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,04-06-2021 01:54,photo,science,negative,5
9393,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,21-08-2020 13:45,photo,science,negative,5
9392,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,hate,12-10-2020 11:41,photo,science,negative,5
9391,9ef39aa2-60f9-4e4b-b666-c6cb97015503,hate,13-08-2020 05:17,GIF,travel,negative,5
9390,eaddee3e-3a23-47cd-9785-ab7f2120a293,hate,08-04-2021 05:11,video,science,negative,5
9389,eaddee3e-3a23-47cd-9785-ab7f2120a293,hate,14-06-2021 04:36,video,science,negative,5
9387,e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,11-07-2020 17:40,audio,science,negative,5
9377,258bb775-3c35-4eec-90f3-8b75a52e466a,hate,07-08-2020 00:14,photo,education,negative,5
9386,e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,27-02-2021 11:03,audio,science,negative,5
9385,e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,28-09-2020 18:25,audio,science,negative,5
9384,e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,31-05-2021 23:19,audio,science,negative,5
9383,e2c433d2-096e-484e-8c69-28f0bb69f3b7,hate,11-08-2020 20:00,audio,science,negative,5
9382,8d32243c-2dd1-4128-bde1-d643207e582c,hate,03-12-2020 01:57,photo,studying,negative,5
9381,8d32243c-2dd1-4128-bde1-d643207e582c,hate,30-04-2021 21:38,photo,studying,negative,5
9380,8d32243c-2dd1-4128-bde1-d643207e582c,hate,07-06-2021 23:57,photo,studying,negative,5
9379,258bb775-3c35-4eec-90f3-8b75a52e466a,hate,12-10-2020 18:22,photo,education,negative,5
9378,258bb775-3c35-4eec-90f3-8b75a52e466a,hate,26-01-2021 14:14,photo,education,negative,5
9641,b1c49557-0623-4fb2-8f22-1453286fedad,hate,11-06-2021 19:59,video,healthy eating,negative,5
9262,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,07-12-2020 19:13,photo,healthy eating,negative,5
9643,b1c49557-0623-4fb2-8f22-1453286fedad,hate,21-03-2021 04:18,video,healthy eating,negative,5
9933,09bb0893-a05b-49bc-95ec-1e158577bf13,hate,12-03-2021 13:46,photo,healthy eating,negative,5
9907,b85e1b0d-1018-4a65-a709-4ac5323e06d9,hate,01-08-2020 22:08,video,fitness,negative,5
9906,b85e1b0d-1018-4a65-a709-4ac5323e06d9,hate,07-06-2021 03:06,video,fitness,negative,5
9905,9522ddea-8e07-4a2a-a001-25e4a534b8f6,hate,13-04-2021 05:59,GIF,technology,negative,5
9904,9522ddea-8e07-4a2a-a001-25e4a534b8f6,hate,01-06-2021 19:26,GIF,technology,negative,5
9903,9522ddea-8e07-4a2a-a001-25e4a534b8f6,hate,30-07-2020 09:57,GIF,technology,negative,5
9902,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,hate,06-09-2020 21:41,video,healthy eating,negative,5
9901,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,hate,12-05-2021 14:06,video,healthy eating,negative,5
9900,b4871080-6bb7-4056-82a9-d8015d7b76e8,hate,23-02-2021 14:30,GIF,education,negative,5
9899,d4813cf8-87d5-421e-81f7-c5d43c25c62a,hate,02-09-2020 12:36,GIF,technology,negative,5
9898,d4813cf8-87d5-421e-81f7-c5d43c25c62a,hate,13-08-2020 03:58,GIF,technology,negative,5
9897,77b49477-2f3c-455a-b8f1-09ec2e553174,hate,27-08-2020 08:29,video,cooking,negative,5
9896,362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,hate,16-02-2021 20:23,GIF,technology,negative,5
9895,64b9d086-2fd4-46d0-a19d-848572029de1,hate,25-02-2021 22:57,audio,healthy eating,negative,5
9894,64b9d086-2fd4-46d0-a19d-848572029de1,hate,12-03-2021 19:11,audio,healthy eating,negative,5
9893,64b9d086-2fd4-46d0-a19d-848572029de1,hate,02-11-2020 19:30,audio,healthy eating,negative,5
9892,aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,hate,13-01-2021 21:36,photo,animals,negative,5
9891,f361cc99-64f0-4a7c-ad49-945ff01abaa6,hate,27-09-2020 10:52,photo,dogs,negative,5
9890,f361cc99-64f0-4a7c-ad49-945ff01abaa6,hate,06-11-2020 14:25,photo,dogs,negative,5
9889,93081b1a-4446-438a-a0d7-fbcedc3c992d,hate,25-11-2020 16:50,GIF,soccer,negative,5
9888,4df372b3-ed9d-41ef-b33d-b576ec383dfc,hate,21-08-2020 19:38,audio,dogs,negative,5
9887,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,hate,23-04-2021 19:15,photo,education,negative,5
9908,fbd8f70d-d62d-42e8-9508-9f5815ab578c,hate,12-04-2021 03:36,video,education,negative,5
9909,fbd8f70d-d62d-42e8-9508-9f5815ab578c,hate,06-07-2020 18:18,video,education,negative,5
9910,fbd8f70d-d62d-42e8-9508-9f5815ab578c,hate,01-01-2021 05:07,video,education,negative,5
9922,ac63258d-9d7d-4167-934e-48b3f3c43fa9,hate,29-11-2020 07:47,audio,tennis,negative,5
9931,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,hate,30-09-2020 14:57,GIF,healthy eating,negative,5
9930,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,hate,07-02-2021 14:56,GIF,healthy eating,negative,5
9929,4c009116-c94a-4633-83fb-956565358565,hate,02-02-2021 13:14,photo,soccer,negative,5
9928,4c009116-c94a-4633-83fb-956565358565,hate,13-02-2021 08:05,photo,soccer,negative,5
9927,6b09861c-712e-46e6-a2a5-72e4b3878767,hate,25-05-2021 14:41,photo,studying,negative,5
9926,d200b97e-f661-4502-80d1-1e458816d558,hate,04-02-2021 09:49,audio,science,negative,5
9925,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,hate,08-04-2021 18:30,video,public speaking,negative,5
9924,96d90aa6-a75b-4a75-9565-45f6cc8c9e98,hate,07-02-2021 00:31,video,public speaking,negative,5
9923,ac63258d-9d7d-4167-934e-48b3f3c43fa9,hate,13-09-2020 22:42,audio,tennis,negative,5
9921,ac63258d-9d7d-4167-934e-48b3f3c43fa9,hate,23-08-2020 13:20,audio,tennis,negative,5
9911,fbd8f70d-d62d-42e8-9508-9f5815ab578c,hate,03-05-2021 05:27,video,education,negative,5
9920,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,hate,08-02-2021 14:09,GIF,technology,negative,5
9919,197dafda-42bd-4a0c-93b1-2ec8bb0214f6,hate,11-07-2020 10:26,audio,travel,negative,5
9918,88cbf75c-79f0-42cb-8733-af670f39d6e0,hate,27-11-2020 18:17,audio,animals,negative,5
9917,88cbf75c-79f0-42cb-8733-af670f39d6e0,hate,26-02-2021 16:40,audio,animals,negative,5
9916,88cbf75c-79f0-42cb-8733-af670f39d6e0,hate,05-04-2021 02:29,audio,animals,negative,5
9915,88cbf75c-79f0-42cb-8733-af670f39d6e0,hate,13-01-2021 00:01,audio,animals,negative,5
9914,9108109e-c521-4528-9d90-4c804cbb866d,hate,29-03-2021 14:17,audio,veganism,negative,5
9913,9108109e-c521-4528-9d90-4c804cbb866d,hate,07-06-2021 16:04,audio,veganism,negative,5
9912,6dbd153c-5b69-4ffb-a869-6285fb0c764d,hate,28-04-2021 04:25,audio,technology,negative,5
9886,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,hate,15-08-2020 20:17,photo,education,negative,5
9885,29d7781c-9302-4269-91f3-c23afb33467a,hate,04-02-2021 03:17,video,public speaking,negative,5
9884,b8368fca-8fe3-4768-beed-5056cff63c23,hate,18-04-2021 12:18,audio,technology,negative,5
9849,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,11-10-2020 04:51,GIF,tennis,negative,5
9858,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,hate,17-03-2021 18:09,photo,culture,negative,5
9857,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,hate,06-07-2020 05:31,photo,culture,negative,5
9856,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,hate,12-07-2020 16:29,photo,culture,negative,5
9855,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,hate,05-11-2020 17:37,photo,culture,negative,5
9854,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,hate,14-01-2021 14:22,photo,culture,negative,5
9853,46bd9a52-6547-457f-87fa-0e434e5bc61c,hate,17-03-2021 00:36,photo,fitness,negative,5
9852,78c7c5a7-5de4-469e-8460-49e8e491bde6,hate,16-03-2021 18:24,GIF,public speaking,negative,5
9851,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,30-07-2020 11:26,GIF,tennis,negative,5
9850,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,20-10-2020 02:02,GIF,tennis,negative,5
9848,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,28-06-2020 05:06,GIF,tennis,negative,5
9860,501b2f88-999b-4ad9-b2f5-4b9c36a31259,hate,21-10-2020 05:36,photo,cooking,negative,5
9847,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,23-03-2021 21:14,GIF,tennis,negative,5
9846,54acd843-1e09-4b30-a80a-b9e0295ff269,hate,02-01-2021 21:30,GIF,tennis,negative,5
9845,ad8bc9be-50a3-491a-b240-49b8f573238e,hate,29-09-2020 17:05,GIF,soccer,negative,5
9844,ad8bc9be-50a3-491a-b240-49b8f573238e,hate,23-02-2021 06:29,GIF,soccer,negative,5
9843,f2143553-d9cd-4d8d-8276-98557a0054af,hate,01-08-2020 04:17,photo,cooking,negative,5
9842,f2143553-d9cd-4d8d-8276-98557a0054af,hate,27-09-2020 09:58,photo,cooking,negative,5
9841,f2143553-d9cd-4d8d-8276-98557a0054af,hate,14-05-2021 05:44,photo,cooking,negative,5
9840,8f640e2f-27bc-46cc-a43a-f750e357fc35,hate,17-12-2020 14:11,video,soccer,negative,5
9839,697af362-e84b-4429-b4ea-4123c6ab44ba,hate,24-10-2020 11:28,video,science,negative,5
9859,501b2f88-999b-4ad9-b2f5-4b9c36a31259,hate,07-07-2020 03:26,photo,cooking,negative,5
9861,df15da28-c038-4d0c-a63a-eac77f650ee3,hate,21-12-2020 22:43,audio,tennis,negative,5
9883,b8368fca-8fe3-4768-beed-5056cff63c23,hate,03-11-2020 06:59,audio,technology,negative,5
9873,86f4e4df-636a-48f5-bb66-03ea4fd00214,hate,01-02-2021 23:58,photo,veganism,negative,5
9882,b07a2298-7c03-49b3-a0a6-c65333847598,hate,05-05-2021 05:13,GIF,culture,negative,5
9881,b07a2298-7c03-49b3-a0a6-c65333847598,hate,01-04-2021 11:44,GIF,culture,negative,5
9880,b07a2298-7c03-49b3-a0a6-c65333847598,hate,03-08-2020 03:00,GIF,culture,negative,5
9879,800f467b-53a3-4d20-9342-51fe4fa36ebb,hate,31-12-2020 01:02,GIF,food,negative,5
9878,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,hate,24-11-2020 08:19,photo,culture,negative,5
9877,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,hate,24-06-2020 13:08,photo,culture,negative,5
9876,b27bfcfe-64df-499e-b60f-f93d2200c589,hate,27-08-2020 11:40,video,soccer,negative,5
9875,b27bfcfe-64df-499e-b60f-f93d2200c589,hate,29-01-2021 19:27,video,soccer,negative,5
9874,86f4e4df-636a-48f5-bb66-03ea4fd00214,hate,27-06-2020 10:49,photo,veganism,negative,5
9872,86f4e4df-636a-48f5-bb66-03ea4fd00214,hate,06-07-2020 04:29,photo,veganism,negative,5
9862,df15da28-c038-4d0c-a63a-eac77f650ee3,hate,21-08-2020 23:57,audio,tennis,negative,5
9871,c84f903e-32ae-4ce1-b66b-d876439fccf5,hate,23-06-2020 06:39,audio,healthy eating,negative,5
9870,c84f903e-32ae-4ce1-b66b-d876439fccf5,hate,09-05-2021 13:28,audio,healthy eating,negative,5
9869,02ba5af1-784a-44cc-ae3a-14833c4a2237,hate,19-12-2020 23:12,video,healthy eating,negative,5
9868,02ba5af1-784a-44cc-ae3a-14833c4a2237,hate,10-07-2020 23:34,video,healthy eating,negative,5
9867,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,hate,11-10-2020 00:13,photo,healthy eating,negative,5
9866,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,hate,16-10-2020 09:05,photo,healthy eating,negative,5
9865,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,hate,17-12-2020 19:16,photo,healthy eating,negative,5
9864,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,hate,10-04-2021 09:56,photo,healthy eating,negative,5
9863,0da2523f-acc4-4687-9844-45eaa5e90c65,hate,06-06-2021 23:17,video,technology,negative,5
9932,09bb0893-a05b-49bc-95ec-1e158577bf13,hate,26-01-2021 13:03,photo,healthy eating,negative,5
9934,09bb0893-a05b-49bc-95ec-1e158577bf13,hate,27-01-2021 06:34,photo,healthy eating,negative,5
9837,7e2e14e2-79eb-41d0-8d5f-eba20460f049,hate,30-03-2021 09:42,photo,dogs,negative,5
9935,c323d478-30a2-4140-a2ba-935a37b2ec10,hate,23-11-2020 04:09,GIF,cooking,negative,5
10004,6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,hate,04-04-2021 05:00,audio,technology,negative,5
10003,4fd0ef9a-008d-4b61-9a78-4b0257281140,hate,05-12-2020 21:04,audio,technology,negative,5
10002,dd5bd710-bb81-464e-a798-0291b385e883,hate,29-09-2020 18:30,photo,healthy eating,negative,5
10001,dd5bd710-bb81-464e-a798-0291b385e883,hate,28-10-2020 02:03,photo,healthy eating,negative,5
10000,dd5bd710-bb81-464e-a798-0291b385e883,hate,06-02-2021 02:55,photo,healthy eating,negative,5
9999,2e84726a-e69f-44e8-ac0f-c4a31516e342,hate,12-06-2021 21:45,video,dogs,negative,5
9998,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,hate,30-08-2020 09:40,photo,public speaking,negative,5
9997,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,hate,19-01-2021 22:50,photo,public speaking,negative,5
9996,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,hate,22-07-2020 01:03,video,public speaking,negative,5
9995,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,hate,22-10-2020 03:12,video,public speaking,negative,5
9994,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,hate,08-12-2020 02:19,GIF,healthy eating,negative,5
9993,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,hate,10-01-2021 02:24,GIF,healthy eating,negative,5
9992,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,hate,09-05-2021 21:24,GIF,healthy eating,negative,5
9991,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,hate,20-01-2021 10:44,photo,food,negative,5
9990,ec202582-a5b2-4ea2-992c-8a1ca8b705d0,hate,05-12-2020 21:35,photo,food,negative,5
